Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2023-11-01,Alta,Baixa,-0.84,0.43,3
2023-11-02,Alta,Baixa,-0.71,0.97,4
2023-11-03,Alta,Alta,-0.56,0.69,5
2023-11-06,Alta,Alta,-0.45,-0.93,0
2023-11-07,Alta,Alta,-0.36,-0.18,0
2023-11-08,Baixa,Baixa,-0.36,-0.84,0
2023-11-09,Baixa,Baixa,-0.42,-0.79,0
2023-11-10,Baixa,Baixa,-0.54,0.27,1
2023-11-13,Baixa,Baixa,-0.63,0.23,2
2023-11-14,Alta,Alta,-0.56,1.00,3
2023-11-15,Alta,Alta,-0.38,0.49,4
2023-11-16,Alta,Alta,-0.22,-0.68,0
2023-11-17,Alta,Alta,-0.07,0.33,1
2023-11-20,Alta,Alta,0.14,-0.13,0
2023-11-21,Baixa,Alta,0.16,-1.00,0
2023-11-22,Baixa,Alta,0.14,0.50,1
2023-11-24,Alta,Alta,0.14,0.87,2
2023-11-27,Baixa,Alta,0.11,-0.08,0
2023-11-28,Baixa,Alta,0.11,-0.28,0
2023-11-29,Baixa,Alta,0.11,-0.23,0
2023-11-30,Alta,Alta,0.16,0.54,1
2023-12-01,Alta,Alta,0.27,1.00,2
2023-12-04,Alta,Alta,0.43,1.00,3
2023-12-05,Alta,Alta,0.52,-0.68,0
2023-12-06,Alta,Alta,0.67,-0.02,0
2023-12-07,Alta,Alta,0.79,0.73,1
2023-12-08,Alta,Alta,0.85,0.36,2
2023-12-11,Alta,Alta,0.87,0.58,3
2023-12-12,Alta,Alta,0.96,-0.57,0
2023-12-13,Alta,Alta,1.09,0.84,1
2023-12-14,Alta,Alta,1.27,0.70,2
2023-12-15,Alta,Alta,1.40,-0.60,0
2023-12-18,Alta,Alta,1.53,-0.73,0
2023-12-19,Alta,Alta,1.64,0.92,1
2023-12-20,Alta,Alta,1.61,-0.42,0
2023-12-21,Alta,Alta,1.54,0.51,1
2023-12-22,Alta,Alta,1.56,0.53,2
2023-12-26,Alta,Alta,1.64,0.65,3
2023-12-27,Alta,Alta,1.63,-0.59,0
2023-12-28,Alta,Alta,1.65,0.18,1
2023-12-29,Baixa,Alta,1.69,-0.86,0
2024-01-02,Baixa,Alta,1.68,0.52,1
2024-01-03,Baixa,Alta,1.59,-0.99,0
2024-01-04,Baixa,Alta,1.59,-0.26,0
2024-01-05,Baixa,Alta,1.60,-0.17,0
2024-01-08,Baixa,Alta,1.62,0.72,1
2024-01-09,Baixa,Alta,1.59,-0.55,0
2024-01-10,Baixa,Alta,1.61,-0.38,0
2024-01-11,Baixa,Alta,1.58,-0.36,0
2024-01-12,Baixa,Alta,1.53,-0.66,0
2024-01-16,Baixa,Alta,1.42,-0.55,0
2024-01-17,Baixa,Baixa,1.25,0.44,1
2024-01-18,Baixa,Alta,1.06,0.10,2
2024-01-19,Alta,Alta,0.93,0.35,3
2024-01-22,Alta,Alta,0.87,1.00,4
2024-01-23,Alta,Alta,0.89,-0.76,0
2024-01-24,Alta,Alta,0.97,-0.89,0
2024-01-25,Alta,Alta,1.07,-0.24,0
2024-01-26,Alta,Alta,1.15,-0.08,0
2024-01-29,Alta,Alta,1.11,0.73,1
2024-01-30,Alta,Alta,1.00,0.16,2
2024-01-31,Baixa,Baixa,0.88,-0.76,0
2024-02-01,Baixa,Alta,0.77,0.26,1
2024-02-02,Baixa,Baixa,0.63,0.37,2
2024-02-05,Baixa,Baixa,0.57,-0.50,0
2024-02-06,Baixa,Baixa,0.51,0.66,1
2024-02-07,Baixa,Baixa,0.49,-0.42,0
2024-02-08,Baixa,Baixa,0.47,0.56,1
2024-02-09,Alta,Baixa,0.49,0.25,2
2024-02-12,Alta,Alta,0.55,0.74,3
2024-02-13,Baixa,Baixa,0.52,-0.77,0
2024-02-14,Baixa,Baixa,0.48,0.21,1
2024-02-15,Alta,Alta,0.44,1.00,2
2024-02-16,Alta,Baixa,0.40,-0.07,0
2024-02-20,Alta,Baixa,0.30,0.36,1
2024-02-21,Alta,Baixa,0.28,0.22,2
2024-02-22,Alta,Baixa,0.26,-0.09,0
2024-02-23,Alta,Baixa,0.24,0.04,1
2024-02-26,Baixa,Baixa,0.18,-0.36,0
2024-02-27,Alta,Baixa,0.10,0.12,1
2024-02-28,Baixa,Baixa,-0.04,0.07,2
2024-02-29,Alta,Alta,-0.10,0.52,3
2024-03-01,Alta,Baixa,-0.16,0.15,4
2024-03-04,Alta,Alta,-0.26,0.21,5
2024-03-05,Alta,Alta,-0.28,0.66,6
2024-03-06,Alta,Alta,-0.22,-0.36,0
2024-03-07,Alta,Alta,-0.24,0.16,1
2024-03-08,Alta,Alta,-0.28,-0.54,0
2024-03-11,Alta,Alta,-0.28,-0.15,0
2024-03-12,Baixa,Alta,-0.30,-0.28,0
2024-03-13,Baixa,Alta,-0.32,0.17,1
2024-03-14,Baixa,Baixa,-0.34,-0.69,0
2024-03-15,Baixa,Alta,-0.30,0.88,1
2024-03-18,Baixa,Baixa,-0.26,-0.81,0
2024-03-19,Baixa,Alta,-0.22,0.77,1
2024-03-20,Alta,Alta,-0.16,0.84,2
2024-03-21,Alta,Alta,-0.04,0.61,3
2024-03-22,Alta,Alta,0.00,-0.93,0
2024-03-25,Alta,Alta,0.06,0.33,1
2024-03-26,Alta,Alta,0.12,-0.57,0
2024-03-27,Alta,Alta,0.24,1.00,1
2024-03-28,Alta,Alta,0.36,0.58,2
2024-04-01,Alta,Alta,0.44,-0.97,0
2024-04-02,Baixa,Alta,0.50,-0.39,0
2024-04-03,Baixa,Alta,0.48,0.42,1
2024-04-04,Baixa,Alta,0.40,-0.79,0
2024-04-05,Baixa,Alta,0.28,-0.06,0
2024-04-08,Baixa,Alta,0.24,0.66,1
2024-04-09,Alta,Alta,0.20,-0.03,0
2024-04-10,Baixa,Baixa,0.16,-0.48,0
2024-04-11,Baixa,Baixa,0.10,-0.45,0
2024-04-12,Baixa,Baixa,0.06,-0.31,0
2024-04-15,Baixa,Baixa,-0.02,-0.45,0
2024-04-16,Baixa,Baixa,-0.08,0.02,1
2024-04-17,Baixa,Baixa,-0.06,-0.64,0
2024-04-18,Baixa,Baixa,-0.02,0.51,1
2024-04-19,Alta,Baixa,0.02,1.00,2
2024-04-22,Alta,Alta,0.10,0.32,3
2024-04-23,Alta,Alta,0.18,0.85,4
2024-04-24,Alta,Alta,0.20,0.95,5
2024-04-25,Alta,Alta,0.28,0.16,6
2024-04-26,Alta,Alta,0.30,-0.34,0
2024-04-29,Alta,Alta,0.26,-0.13,0
2024-04-30,Baixa,Baixa,0.20,-1.00,0
2024-05-01,Baixa,Baixa,0.20,0.27,1
2024-05-02,Alta,Alta,0.14,0.66,2
2024-05-03,Alta,Alta,0.14,-0.62,0
2024-05-06,Alta,Alta,0.20,0.17,1
2024-05-07,Alta,Alta,0.28,-0.14,0
2024-05-08,Alta,Alta,0.34,0.85,1
2024-05-09,Alta,Alta,0.40,0.98,2
2024-05-10,Alta,Alta,0.42,-0.19,0
2024-05-13,Alta,Alta,0.42,-0.49,0
2024-05-14,Alta,Alta,0.44,-0.44,0
2024-05-15,Alta,Alta,0.44,-0.57,0
2024-05-16,Alta,Alta,0.42,0.69,1
2024-05-17,Alta,Alta,0.40,0.53,2
2024-05-20,Baixa,Alta,0.36,-0.30,0
2024-05-21,Baixa,Alta,0.32,0.19,1
2024-05-22,Baixa,Alta,0.30,-0.90,0
2024-05-23,Baixa,Baixa,0.22,-0.90,0
2024-05-24,Baixa,Baixa,0.20,0.16,1
2024-05-28,Baixa,Baixa,0.18,-0.66,0
2024-05-29,Baixa,Baixa,0.12,-0.70,0
2024-05-30,Baixa,Baixa,0.10,0.67,1
2024-05-31,Alta,Alta,0.12,1.00,2
2024-06-03,Alta,Alta,0.08,-0.92,0
2024-06-04,Baixa,Baixa,0.08,-0.47,0
2024-06-05,Baixa,Baixa,0.06,-0.58,0
2024-06-06,Baixa,Baixa,0.02,-0.58,0
2024-06-07,Baixa,Baixa,-0.08,0.13,1
2024-06-10,Baixa,Baixa,-0.18,0.00,0
2024-06-11,Baixa,Baixa,-0.28,0.64,1
2024-06-12,Baixa,Baixa,-0.30,-0.51,0
2024-06-13,Baixa,Baixa,-0.35,-0.48,0
2024-06-14,Baixa,Baixa,-0.35,-0.80,0
2024-06-17,Baixa,Baixa,-0.32,0.88,1
2024-06-18,Baixa,Baixa,-0.30,0.43,2
2024-06-20,Baixa,Baixa,-0.34,0.49,3
2024-06-21,Baixa,Baixa,-0.30,-0.40,0
2024-06-24,Alta,Baixa,-0.22,0.86,1
2024-06-25,Alta,Baixa,-0.14,-0.79,0
2024-06-26,Alta,Baixa,-0.06,1.00,1
2024-06-27,Baixa,Baixa,0.06,0.12,2
2024-06-28,Alta,Baixa,0.12,0.28,3
2024-07-01,Baixa,Baixa,0.16,-0.78,0
2024-07-02,Alta,Baixa,0.14,0.71,1
2024-07-03,Baixa,Baixa,0.10,-0.56,0
2024-07-05,Baixa,Baixa,0.00,-0.52,0
2024-07-08,Baixa,Baixa,-0.12,-0.30,0
2024-07-09,Baixa,Baixa,-0.20,-0.32,0
2024-07-10,Alta,Baixa,-0.22,0.98,1
2024-07-11,Alta,Alta,-0.18,0.81,2
2024-07-12,Alta,Alta,-0.02,-0.10,0
2024-07-15,Alta,Alta,0.14,0.38,1
2024-07-16,Alta,Alta,0.32,0.99,2
2024-07-17,Alta,Alta,0.48,0.72,3
2024-07-18,Alta,Alta,0.58,-0.49,0
2024-07-19,Alta,Alta,0.57,-0.66,0
2024-07-22,Alta,Alta,0.61,0.52,1
2024-07-23,Alta,Alta,0.57,0.62,2
2024-07-24,Baixa,Alta,0.51,-0.47,0
2024-07-25,Alta,Alta,0.51,0.66,1
2024-07-26,Alta,Alta,0.53,0.10,2
2024-07-29,Alta,Alta,0.53,-0.85,0
2024-07-30,Alta,Alta,0.57,0.95,1
2024-07-31,Alta,Alta,0.63,-0.36,0
2024-08-01,Baixa,Alta,0.61,-0.80,0
2024-08-02,Baixa,Alta,0.53,-0.22,0
2024-08-05,Baixa,Alta,0.41,0.24,1
2024-08-06,Baixa,Alta,0.33,0.08,2
2024-08-07,Baixa,Alta,0.23,-0.93,0
2024-08-08,Baixa,Alta,0.21,0.74,1
2024-08-09,Baixa,Alta,0.27,-0.20,0
2024-08-12,Baixa,Alta,0.33,-0.70,0
2024-08-13,Alta,Alta,0.31,0.58,1
2024-08-14,Alta,Alta,0.33,-0.46,0
2024-08-15,Alta,Alta,0.35,0.08,1
2024-08-16,Alta,Alta,0.39,0.70,2
2024-08-19,Alta,Alta,0.47,0.44,3
2024-08-20,Alta,Alta,0.56,-0.87,0
2024-08-21,Alta,Alta,0.68,0.00,0
2024-08-22,Baixa,Alta,0.74,-0.93,0
2024-08-23,Alta,Alta,0.79,0.77,1
2024-08-26,Alta,Alta,0.87,-0.52,0
2024-08-27,Alta,Alta,0.97,0.00,0
2024-08-28,Alta,Alta,1.00,0.04,1
2024-08-29,Alta,Alta,1.06,-0.41,0
2024-08-30,Alta,Alta,1.08,0.28,1
2024-09-03,Baixa,Alta,1.07,-0.56,0
2024-09-04,Baixa,Alta,1.00,-0.68,0
2024-09-05,Baixa,Alta,0.95,-0.75,0
2024-09-06,Baixa,Alta,0.88,-0.79,0
2024-09-09,Baixa,Baixa,0.80,-0.81,0
2024-09-10,Baixa,Baixa,0.70,-0.23,0
2024-09-11,Baixa,Baixa,0.66,-0.18,0
2024-09-12,Baixa,Baixa,0.62,0.10,1
2024-09-13,Alta,Alta,0.66,1.00,2
2024-09-16,Alta,Alta,0.74,0.71,3
2024-09-17,Alta,Alta,0.83,0.14,4
2024-09-18,Alta,Alta,0.94,0.13,5
2024-09-19,Alta,Alta,1.05,0.21,6
2024-09-20,Alta,Alta,1.01,-0.86,0
2024-09-23,Alta,Alta,0.94,0.17,1
2024-09-24,Alta,Alta,0.84,-0.45,0
2024-09-25,Baixa,Alta,0.65,-0.94,0
2024-09-26,Baixa,Alta,0.41,-0.79,0
2024-09-27,Alta,Alta,0.32,0.05,1
2024-09-30,Alta,Alta,0.26,0.51,2
2024-10-01,Baixa,Alta,0.17,-0.73,0
2024-10-02,Baixa,Alta,0.13,-0.61,0
2024-10-03,Baixa,Alta,0.17,0.87,1
2024-10-04,Alta,Alta,0.15,0.46,2
2024-10-07,Baixa,Alta,0.04,-0.63,0
2024-10-08,Baixa,Alta,0.00,-0.70,0
2024-10-09,Baixa,Alta,-0.04,0.47,1
2024-10-10,Baixa,Alta,-0.11,0.60,2
2024-10-11,Alta,Alta,-0.09,0.98,3
2024-10-14,Alta,Alta,0.06,0.98,4
2024-10-15,Alta,Alta,0.26,0.36,5
2024-10-16,Alta,Alta,0.48,0.74,6
2024-10-17,Alta,Alta,0.72,-0.27,0
2024-10-18,Alta,Alta,0.85,-0.74,0
2024-10-21,Baixa,Alta,0.87,-1.00,0
2024-10-22,Baixa,Alta,0.83,0.19,1
2024-10-23,Baixa,Alta,0.76,0.03,2
2024-10-24,Baixa,Alta,0.66,0.14,3
2024-10-25,Baixa,Alta,0.57,-0.97,0
2024-10-28,Alta,Alta,0.51,0.88,1
2024-10-29,Baixa,Alta,0.42,-0.57,0
2024-10-30,Alta,Alta,0.38,0.28,1
2024-10-31,Baixa,Alta,0.33,-1.00,0
2024-11-01,Baixa,Baixa,0.31,-0.90,0
2024-11-04,Baixa,Baixa,0.24,-0.19,0
2024-11-05,Alta,Alta,0.20,0.97,1
2024-11-06,Alta,Alta,0.29,0.91,2
2024-11-07,Alta,Alta,0.38,-0.81,0
2024-11-08,Alta,Alta,0.45,0.42,1
2024-11-11,Alta,Alta,0.60,0.53,2
2024-11-12,Alta,Alta,0.76,-0.47,0
2024-11-13,Alta,Alta,0.76,-0.69,0
2024-11-14,Baixa,Alta,0.78,-0.71,0
2024-11-15,Baixa,Alta,0.83,-0.20,0
2024-11-18,Baixa,Alta,0.90,0.17,1
2024-11-19,Baixa,Alta,0.92,1.00,2
2024-11-20,Baixa,Alta,0.97,0.55,3
2024-11-21,Alta,Alta,1.04,0.65,4
2024-11-22,Alta,Alta,1.10,0.89,5
2024-11-25,Alta,Alta,1.11,0.31,6
2024-11-26,Alta,Alta,1.13,-0.89,0
2024-11-27,Alta,Alta,1.11,-0.58,0
2024-11-29,Alta,Alta,1.05,-0.26,0
2024-12-02,Alta,Alta,1.01,0.30,1
2024-12-03,Baixa,Alta,0.96,-0.78,0
2024-12-04,Baixa,Alta,0.92,-0.27,0
2024-12-05,Baixa,Alta,0.90,-0.55,0
2024-12-06,Baixa,Alta,0.90,-0.93,0
2024-12-09,Baixa,Alta,0.84,-0.62,0
2024-12-10,Baixa,Alta,0.81,-0.11,0
2024-12-11,Baixa,Alta,0.81,-0.56,0
2024-12-12,Baixa,Alta,0.79,-0.43,0
2024-12-13,Baixa,Alta,0.77,-0.53,0
2024-12-16,Baixa,Alta,0.75,-0.17,0
2024-12-17,Baixa,Alta,0.73,-0.67,0
2024-12-18,Baixa,Baixa,0.61,-0.94,0
2024-12-19,Baixa,Baixa,0.49,-0.54,0
2024-12-20,Baixa,Baixa,0.40,0.62,1
2024-12-23,Baixa,Baixa,0.31,0.38,2
2024-12-24,Baixa,Baixa,0.22,0.66,3
2024-12-26,Alta,Baixa,0.19,0.65,4
2024-12-27,Alta,Baixa,0.14,-0.35,0
2024-12-30,Baixa,Baixa,0.05,0.27,1
2024-12-31,Baixa,Baixa,0.02,-0.23,0
2025-01-02,Baixa,Baixa,0.00,-0.51,0
2025-01-03,Alta,Baixa,0.02,0.40,1
2025-01-06,Baixa,Baixa,0.07,-0.61,0
2025-01-07,Baixa,Baixa,0.12,-0.58,0
2025-01-08,Baixa,Baixa,0.16,0.67,1
2025-01-10,Baixa,Baixa,0.12,-0.65,0
2025-01-13,Baixa,Baixa,0.10,1.00,1
2025-01-14,Alta,Baixa,0.12,1.00,2
2025-01-15,Alta,Baixa,0.17,-0.46,0
2025-01-16,Alta,Alta,0.26,1.00,1
2025-01-17,Alta,Alta,0.41,-0.52,0
2025-01-21,Alta,Alta,0.50,0.44,1
2025-01-22,Alta,Alta,0.43,-0.88,0
2025-01-23,Alta,Alta,0.34,0.24,1
2025-01-24,Alta,Alta,0.22,-0.08,0
2025-01-27,Alta,Alta,0.05,0.59,1
2025-01-28,Baixa,Alta,-0.07,-0.13,0
2025-01-29,Baixa,Baixa,-0.07,-0.26,0
2025-01-30,Alta,Alta,-0.05,0.35,1
2025-01-31,Baixa,Alta,-0.05,-0.97,0
2025-02-03,Baixa,Baixa,-0.03,0.51,1
2025-02-04,Baixa,Baixa,-0.03,0.59,2
2025-02-05,Alta,Alta,-0.02,0.88,3
2025-02-06,Alta,Alta,-0.07,-0.60,0
2025-02-07,Baixa,Baixa,-0.15,-0.95,0
2025-02-10,Baixa,Baixa,-0.26,-0.38,0
2025-02-11,Alta,Alta,-0.33,1.00,1
2025-02-12,Baixa,Baixa,-0.43,0.03,2
2025-02-13,Baixa,Alta,-0.48,0.53,3
2025-02-14,Baixa,Baixa,-0.50,-0.94,0
2025-02-18,Alta,Alta,-0.45,0.96,1
2025-02-19,Alta,Alta,-0.41,0.74,2
2025-02-20,Baixa,Alta,-0.38,-0.30,0
2025-02-21,Baixa,Baixa,-0.36,-0.89,0
2025-02-24,Baixa,Baixa,-0.35,-0.17,0
2025-02-25,Baixa,Baixa,-0.36,-0.67,0
2025-02-26,Baixa,Baixa,-0.40,-0.21,0
2025-02-27,Baixa,Baixa,-0.43,-0.87,0
2025-02-28,Baixa,Baixa,-0.45,0.88,1
2025-03-03,Baixa,Baixa,-0.47,-0.82,0
2025-03-04,Baixa,Baixa,-0.49,-0.85,0
2025-03-05,Baixa,Baixa,-0.45,-0.21,0
2025-03-06,Baixa,Baixa,-0.40,0.65,1
2025-03-07,Baixa,Baixa,-0.37,0.75,2
2025-03-10,Baixa,Baixa,-0.33,-0.16,0
2025-03-11,Baixa,Baixa,-0.33,-0.57,0
2025-03-12,Baixa,Baixa,-0.38,-0.66,0
2025-03-13,Baixa,Baixa,-0.45,-0.51,0
2025-03-14,Alta,Baixa,-0.47,0.86,1
2025-03-17,Alta,Baixa,-0.45,0.88,2
2025-03-18,Alta,Baixa,-0.40,0.13,3
2025-03-19,Alta,Baixa,-0.35,0.96,4
2025-03-20,Alta,Baixa,-0.26,0.05,5
2025-03-21,Baixa,Baixa,-0.26,-0.14,0
2025-03-24,Alta,Baixa,-0.23,0.97,1
2025-03-25,Baixa,Baixa,-0.18,-1.00,0
2025-03-26,Alta,Baixa,-0.16,0.05,1
2025-03-27,Alta,Baixa,-0.18,0.00,0
2025-03-28,Baixa,Baixa,-0.21,-0.50,0
2025-03-31,Baixa,Baixa,-0.32,0.84,1
2025-04-01,Baixa,Baixa,-0.42,0.26,2
2025-04-02,Alta,Baixa,-0.51,0.84,3
2025-04-03,Baixa,Baixa,-0.65,-0.89,0
2025-04-04,Baixa,Baixa,-0.85,-0.79,0
2025-04-07,Baixa,Baixa,-1.06,0.21,1
2025-04-08,Baixa,Baixa,-1.32,-0.77,0
2025-04-09,Baixa,Baixa,-1.47,0.90,1
2025-04-10,Baixa,Baixa,-1.59,-0.58,0
2025-04-11,Baixa,Baixa,-1.62,0.45,1
2025-04-14,Alta,Baixa,-1.57,0.02,2
2025-04-15,Alta,Baixa,-1.45,-0.95,0
2025-04-16,Alta,Baixa,-1.47,-0.19,0
2025-04-17,Alta,Baixa,-1.44,0.52,1
2025-04-21,Baixa,Baixa,-1.43,-0.50,0
2025-04-22,Alta,Baixa,-1.38,0.94,1
2025-04-23,Alta,Baixa,-1.36,-0.69,0
2025-04-24,Alta,Baixa,-1.29,0.72,1
2025-04-25,Alta,Baixa,-1.22,0.37,2
2025-04-28,Alta,Baixa,-1.14,0.35,3
2025-04-29,Alta,Baixa,-1.08,0.87,4
2025-04-30,Baixa,Baixa,-1.10,0.13,5
2025-05-01,Baixa,Baixa,-1.13,0.15,6
2025-05-02,Alta,Baixa,-1.11,0.22,7
2025-05-05,Alta,Baixa,-1.07,0.24,8
2025-05-06,Baixa,Baixa,-1.08,0.75,9
2025-05-07,Baixa,Baixa,-1.01,-0.37,0
2025-05-08,Alta,Baixa,-0.91,0.38,1
2025-05-09,Alta,Baixa,-0.84,-0.63,0
2025-05-12,Alta,Alta,-0.77,-0.50,0
2025-05-13,Alta,Alta,-0.66,-0.69,0
2025-05-14,Alta,Alta,-0.53,-0.87,0
2025-05-15,Alta,Alta,-0.41,0.98,1
2025-05-16,Alta,Alta,-0.30,0.48,2
2025-05-19,Alta,Alta,-0.23,0.88,3
2025-05-20,Alta,Alta,-0.15,0.06,4
2025-05-21,Baixa,Baixa,-0.15,-1.00,0
2025-05-22,Baixa,Baixa,-0.17,0.20,1
2025-05-23,Baixa,Baixa,-0.19,0.88,2
2025-05-27,Alta,Alta,-0.17,0.99,3
2025-05-28,Baixa,Baixa,-0.26,-1.00,0
2025-05-29,Baixa,Alta,-0.28,0.31,1
2025-05-30,Baixa,Alta,-0.34,0.18,2
2025-06-02,Baixa,Baixa,-0.40,-0.48,0
2025-06-03,Alta,Alta,-0.45,0.85,1
2025-06-04,Baixa,Alta,-0.47,-1.00,0
2025-06-05,Baixa,Alta,-0.49,0.02,1
2025-06-06,Alta,Alta,-0.46,0.48,2
2025-06-09,Alta,Alta,-0.44,0.21,3
2025-06-10,Alta,Alta,-0.38,0.37,4
2025-06-11,Alta,Alta,-0.32,-0.71,0
2025-06-12,Alta,Alta,-0.29,0.48,1
2025-06-13,Baixa,Alta,-0.32,-0.80,0
2025-06-16,Baixa,Alta,-0.25,-0.16,0
2025-06-17,Baixa,Alta,-0.13,-0.43,0
2025-06-18,Baixa,Alta,0.06,0.46,1
2025-06-20,Baixa,Alta,0.31,-0.29,0
2025-06-23,Alta,Alta,0.50,0.84,1
2025-06-24,Alta,Alta,0.67,0.23,2
2025-06-25,Alta,Alta,0.69,-0.91,0
2025-06-26,Alta,Alta,0.69,1.00,1
2025-06-27,Alta,Alta,0.61,-0.22,0
2025-06-30,Alta,Alta,0.65,-0.38,0
2025-07-01,Alta,Alta,0.65,0.76,1
2025-07-02,Alta,Alta,0.74,0.83,2
2025-07-03,Alta,Alta,0.78,0.08,3
2025-07-07,Alta,Alta,0.80,-0.65,0
2025-07-08,Alta,Alta,0.81,0.69,1
2025-07-09,Alta,Alta,0.79,0.15,2
2025-07-10,Alta,Alta,0.74,0.65,3
2025-07-11,Alta,Alta,0.70,-0.05,0
2025-07-14,Alta,Alta,0.71,0.28,1
2025-07-15,Baixa,Alta,0.68,-0.97,0
2025-07-16,Baixa,Alta,0.62,-0.04,0
2025-07-17,Baixa,Alta,0.58,0.93,1
2025-07-18,Baixa,Alta,0.56,-0.65,0
2025-07-21,Baixa,Alta,0.52,-0.52,0
2025-07-22,Alta,Alta,0.54,0.90,1
2025-07-23,Alta,Alta,0.60,0.67,2
2025-07-24,Alta,Alta,0.54,-1.00,0
2025-07-25,Alta,Alta,0.50,0.07,1
2025-07-28,Alta,Alta,0.48,-0.24,0
2025-07-29,Baixa,Alta,0.43,-0.63,0
2025-07-30,Baixa,Alta,0.30,-0.74,0
2025-07-31,Baixa,Alta,0.24,-0.34,0
2025-08-01,Baixa,Baixa,0.15,-0.48,0
2025-08-04,Baixa,Alta,0.13,0.89,1
2025-08-05,Baixa,Alta,0.15,0.31,2
2025-08-06,Baixa,Alta,0.22,-0.61,0
2025-08-07,Baixa,Alta,0.24,-0.75,0
2025-08-08,Alta,Alta,0.33,0.19,1
2025-08-11,Alta,Alta,0.33,-0.19,0
2025-08-12,Alta,Alta,0.37,0.97,1
2025-08-13,Alta,Alta,0.46,1.00,2
2025-08-14,Alta,Alta,0.57,0.39,3
2025-08-15,Alta,Alta,0.63,-0.72,0
2025-08-18,Alta,Alta,0.70,-0.90,0
2025-08-19,Alta,Alta,0.70,0.47,1
2025-08-20,Baixa,Alta,0.61,-0.80,0
2025-08-21,Baixa,Alta,0.57,0.32,1
2025-08-22,Alta,Alta,0.60,0.94,2
2025-08-25,Alta,Alta,0.60,-0.89,0
2025-08-26,Alta,Alta,0.66,0.17,1
2025-08-27,Alta,Alta,0.75,1.00,2
2025-08-28,Alta,Alta,0.86,-0.46,0
2025-08-29,Alta,Alta,0.89,0.52,1
2025-09-02,Baixa,Alta,0.91,0.54,2
2025-09-03,Baixa,Alta,0.91,0.22,3
2025-09-04,Alta,Alta,0.91,0.97,4
2025-09-05,Alta,Alta,0.90,-0.09,0
2025-09-08,Alta,Alta,0.85,-0.46,0
2025-09-09,Baixa,Alta,0.85,-0.52,0
2025-09-10,Baixa,Alta,0.83,0.30,1
2025-09-11,Alta,Alta,0.79,1.00,2
2025-09-12,Baixa,Alta,0.68,-0.77,0
2025-09-15,Baixa,Alta,0.63,-0.44,0
2025-09-16,Baixa,Alta,0.55,-0.53,0
2025-09-17,Baixa,Alta,0.48,-0.05,0
2025-09-18,Alta,Alta,0.45,0.94,1
2025-09-19,Baixa,Alta,0.41,-0.88,0
2025-09-22,Baixa,Alta,0.39,0.21,1
2025-09-23,Baixa,Alta,0.37,0.21,2
2025-09-24,Alta,Alta,0.43,0.17,3
2025-09-25,Baixa,Alta,0.43,-0.41,0
2025-09-26,Alta,Alta,0.46,1.00,1
2025-09-29,Baixa,Alta,0.48,-0.80,0
2025-09-30,Baixa,Alta,0.50,0.42,1
2025-10-01,Baixa,Alta,0.42,0.67,2
2025-10-02,Baixa,Alta,0.37,-0.13,0
2025-10-03,Alta,Alta,0.35,0.41,1
2025-10-06,Alta,Alta,0.33,-0.31,0
2025-10-07,Baixa,Alta,0.30,-0.78,0
2025-10-08,Baixa,Alta,0.32,0.03,1
2025-10-09,Baixa,Baixa,0.32,-0.69,0
2025-10-10,Baixa,Baixa,0.28,-0.90,0
2025-10-13,Baixa,Baixa,0.30,0.03,1
2025-10-14,Baixa,Baixa,0.32,0.80,2
2025-10-15,Alta,Baixa,0.32,-0.26,0
2025-10-16,Baixa,Baixa,0.30,-0.81,0
2025-10-17,Baixa,Baixa,0.33,0.96,1
2025-10-20,Alta,Baixa,0.32,0.87,2
2025-10-21,Alta,Baixa,0.33,0.51,3
2025-10-22,Alta,Baixa,0.30,-0.04,0
2025-10-23,Alta,Baixa,0.26,0.40,1
2025-10-24,Alta,Alta,0.21,-0.13,0
2025-10-27,Alta,Alta,0.19,-0.15,0
2025-10-28,Alta,Baixa,0.14,-0.03,0
2025-10-29,Baixa,Baixa,0.10,-0.83,0
2025-10-30,Baixa,Baixa,0.09,-0.07,0
2025-10-31,Baixa,Baixa,0.05,0.14,1
2025-11-03,Baixa,Baixa,-0.07,0.27,2
2025-11-04,Baixa,Baixa,-0.17,0.51,3
2025-11-05,Alta,Baixa,-0.23,0.09,4
2025-11-06,Baixa,Baixa,-0.28,-0.78,0
2025-11-07,Alta,Baixa,-0.31,0.94,1
2025-11-10,Alta,Baixa,-0.30,0.13,2
2025-11-11,Alta,Baixa,-0.24,0.96,3
2025-11-12,Alta,Baixa,-0.21,0.03,4
2025-11-13,Alta,Baixa,-0.21,-0.25,0
2025-11-14,Baixa,Baixa,-0.23,0.25,1
2025-11-17,Baixa,Baixa,-0.26,-0.94,0
2025-11-18,Baixa,Baixa,-0.33,0.83,1
2025-11-19,Baixa,Baixa,-0.38,0.12,2
2025-11-20,Baixa,Baixa,-0.46,-0.61,0
2025-11-21,Alta,Baixa,-0.44,0.81,1
2025-11-24,Alta,Baixa,-0.42,0.11,2
2025-11-25,Alta,Alta,-0.33,0.88,3
2025-11-26,Alta,Alta,-0.26,0.53,4
2025-11-28,Alta,Alta,-0.14,0.29,5
2025-12-01,Alta,Alta,-0.09,-0.50,0
2025-12-02,Alta,Alta,-0.02,-1.00,0
